ratio,angle_index,design,n,runs,identifiable_runs,identifiable_rate,condition_median,condition_p90,hessian_relative_error_median,hessian_relative_error_p90,hessian_relative_error_max,magnitude_relative_error_median,magnitude_relative_error_p90,magnitude_relative_error_max,spectrum_l1_error_median,spectrum_l1_error_p90,spectrum_l1_error_max,log_condition_error_median,log_condition_error_p90,log_condition_error_max,pairwise_order_accuracy_median,pairwise_order_accuracy_p90,pairwise_order_accuracy_max,tie_fraction_median,tie_fraction_p90,tie_fraction_max
4,1,trajectory,12,50,50,1.0,44.30231703269757,93.05208819089408,6.163661189789227e-16,1.4965117575436664e-15,4.406801486706079e-15,4.308298163315047e-16,1.0770745408287618e-15,3.015808714320533e-15,4.0245584642661925e-16,1.0907941216942164e-15,2.0261570199409107e-15,1.3322676295501878e-15,3.3306690738754696e-15,6.439293542825908e-15,1.0,1.0,1.0,0.0,0.0,0.0
4,1,trajectory,20,50,50,1.0,40.80415148634081,76.22469519356206,7.803062191629245e-16,1.948856603416716e-15,8.149547698014301e-15,4.308298163315047e-16,1.0770745408287618e-15,3.4466385306520375e-15,4.440892098500626e-16,1.7180701306074301e-15,8.409939411535561e-15,1.3322676295501878e-15,5.5955240441107896e-15,2.6201263381153694e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,1,uniform,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,1,uniform,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,1,uniform,6,50,50,1.0,98.90429625227299,701.6432991389761,2.1990046384349875e-15,2.0071836494001543e-14,3.2192639131237814e-14,1.292489448994514e-15,3.5758874755514906e-15,1.3355724306276645e-14,1.5543122344752192e-15,1.7966184095996598e-14,3.300137940698278e-14,4.773959005888173e-15,5.626610288800294e-14,1.0347278589506459e-13,1.0,1.0,1.0,0.0,0.0,0.0
4,1,uniform,8,50,50,1.0,29.096834547683702,75.93838999845502,1.0101543980495714e-15,3.0183219031916584e-15,1.3249658632385738e-14,4.308298163315047e-16,1.5079043571602665e-15,4.308298163315047e-15,6.106226635438361e-16,2.126077092157175e-15,1.63202784619898e-14,1.887379141862766e-15,6.528111384795922e-15,5.084821452783217e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,1,uniform,12,50,50,1.0,15.235996048298933,22.28344451347116,6.103343432991741e-16,9.613498253738701e-16,1.5411954410170686e-15,3.231223622486285e-16,6.677862153138326e-16,1.292489448994514e-15,3.885780586188048e-16,8.326672684688674e-16,1.1657341758564144e-15,1.2212453270876722e-15,2.4424906541753444e-15,3.774758283725532e-15,1.0,1.0,1.0,0.0,0.0,0.0
4,1,uniform,20,50,50,1.0,10.99627249864868,14.215415626332106,6.617656770748327e-16,1.3043730404894842e-15,3.2806601398525808e-15,4.308298163315047e-16,1.0770745408287618e-15,1.9387341734917712e-15,3.608224830031759e-16,8.659739592076222e-16,2.6922908347160046e-15,1.1102230246251565e-15,2.464695114667848e-15,8.43769498715119e-15,1.0,1.0,1.0,0.0,0.0,0.0
4,2,sobol,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,2,sobol,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,2,sobol,6,50,50,1.0,42.44667785692581,362.66942175632886,1.1786769268267285e-15,1.0134984123575954e-14,5.208838715865736e-14,6.462447244972569e-16,2.2187735541072494e-15,1.0770745408287614e-14,5.828670879282072e-16,2.808864252301648e-15,7.743805596760467e-15,1.7763568394002505e-15,8.704148513061234e-15,2.4202861936828413e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,2,sobol,8,50,50,1.0,11.863533777369245,27.554314777762247,8.237358988105001e-16,1.4317993532305026e-15,6.2845245875518015e-15,4.308298163315046e-16,8.832011234795847e-16,1.7233192653260184e-15,4.3021142204224816e-16,1.5293322164211532e-15,2.6645352591003757e-15,1.3322676295501878e-15,4.685141163918161e-15,8.215650382226158e-15,1.0,1.0,1.0,0.0,0.0,0.0
4,2,sobol,12,50,50,1.0,10.713823573377066,12.727555706367983,6.639389685988787e-16,1.2785552760797826e-15,4.647049309015904e-15,4.308298163315046e-16,8.832011234795847e-16,2.5849788979890277e-15,4.440892098500626e-16,1.226796442210798e-15,4.385380947269368e-15,1.3322676295501878e-15,3.597122599785508e-15,1.3766765505351941e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,2,sobol,20,50,50,1.0,7.948579007850191,9.530593759566191,5.621961655173571e-16,1.0908512857754885e-15,4.648921232277732e-15,3.2312236224862847e-16,6.462447244972569e-16,3.4466385306520367e-15,3.885780586188048e-16,8.881784197001252e-16,4.107825191113079e-15,1.1102230246251565e-15,2.6645352591003757e-15,1.2656542480726785e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,2,trajectory,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,2,trajectory,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,2,trajectory,6,50,49,0.98,163.2040334101468,1948.0577468393494,2.316336384264898e-15,1.9647288828051754e-14,1.6514814175195588e-13,1.2924894489945139e-15,4.86837692454601e-15,1.3183392379744042e-13,1.5265566588595902e-15,1.3838930001952583e-14,9.828249325494198e-14,4.6629367034256575e-15,4.329869796038113e-14,3.0686564400639327e-13,1.0,1.0,1.0,0.0,0.0,0.0
4,2,trajectory,8,50,50,1.0,62.87444212148385,317.09137220820287,1.3235150279063868e-15,4.304817684017168e-15,4.4305419015439517e-14,6.462447244972569e-16,3.0158087143205322e-15,1.9387341734917706e-14,6.106226635438361e-16,2.506328478091292e-15,5.417888360170764e-14,1.887379141862766e-15,7.949196856316123e-15,1.6919798895287386e-13,1.0,1.0,1.0,0.0,0.0,0.0
4,2,trajectory,12,50,50,1.0,50.743474264340975,154.59154801241343,9.749649689333917e-16,2.422880360244489e-15,6.23588023210275e-15,4.308298163315046e-16,1.3140309398110893e-15,2.154149081657523e-15,6.245004513516506e-16,2.2315482794965652e-15,7.299716386910404e-15,1.887379141862766e-15,6.994405055138488e-15,2.2870594307278225e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,2,trajectory,20,50,50,1.0,46.331068332661545,100.30328197819108,8.979210704279823e-16,2.4384308745536245e-15,5.361083753316521e-15,4.308298163315046e-16,1.5079043571602661e-15,4.523713071480798e-15,6.38378239159465e-16,2.040034807748726e-15,4.468647674116255e-15,2.1094237467877974e-15,6.328271240363394e-15,1.3988810110276972e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,2,uniform,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,2,uniform,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,2,uniform,6,50,50,1.0,70.32751866963622,684.7551606396315,1.675074196719497e-15,7.828581889314926e-15,8.039501112316225e-14,8.616596326630092e-16,4.351381144948197e-15,7.754936693967082e-14,1.1102230246251565e-15,6.217248937900877e-15,4.113376306236205e-14,3.4416913763379853e-15,1.9317880628477724e-14,1.2856382625159313e-13,1.0,1.0,1.0,0.0,0.0,0.0
4,2,uniform,8,50,50,1.0,26.287401844136795,66.7079336870197,9.186635589933093e-16,1.7993818873331162e-15,3.998253897189434e-15,4.308298163315046e-16,1.3140309398110893e-15,1.7233192653260184e-15,4.579669976578771e-16,1.2823075934420559e-15,5.134781488891349e-15,1.3322676295501878e-15,4.0412118096355704e-15,1.6209256159527285e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,2,uniform,12,50,50,1.0,16.197809787944983,23.500865474549514,7.14346596016657e-16,1.2329170792294583e-15,4.734229654844465e-15,4.308298163315046e-16,8.616596326630092e-16,2.154149081657523e-15,4.0245584642661925e-16,1.1768364061026665e-15,5.9674487573602164e-15,1.3322676295501878e-15,3.663735981263018e-15,1.84297022087776e-14,1.0,1.0,1.0,0.0,0.0,0.0
4,2,uniform,20,50,50,1.0,10.378844396514335,14.452425610038087,6.042015881616129e-16,1.8955667502220797e-15,8.328022258213016e-15,4.308298163315046e-16,6.89327706130408e-16,4.092883255149294e-15,4.0245584642661925e-16,8.382183835919933e-16,9.603429163007604e-15,1.1102230246251565e-15,2.6645352591003757e-15,2.9976021664879227e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,0,sobol,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0,sobol,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0,sobol,6,50,50,1.0,22.441260830331466,169.03404190987388,1.2094570363569306e-15,6.154472223108746e-15,4.429219849317388e-14,6.648365714509253e-16,2.9917645715291653e-15,4.03334186680228e-14,8.638922910364499e-16,8.41895997361064e-15,3.2730762544730396e-14,7.993605777301127e-15,7.571721027943568e-14,2.9620750296999176e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,0,sobol,8,50,50,1.0,11.977102963972346,29.435795551789422,7.053005310256864e-16,1.6333351072616014e-15,4.276275536312834e-15,4.4322438096728357e-16,8.864487619345671e-16,2.880958476287343e-15,6.38378239159465e-16,1.9428902930940243e-15,5.141720382795256e-15,5.551115123125783e-15,1.6742163211347365e-14,4.6629367034256575e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,0,sobol,12,50,50,1.0,9.679307582492445,13.19536680629528,6.624015245838214e-16,1.3074851066579367e-15,5.068394827901303e-15,4.4322438096728357e-16,8.864487619345671e-16,3.102570666770985e-15,4.440892098500626e-16,1.1879386363489174e-15,7.13318293321663e-15,3.9968028886505635e-15,1.1546319456101628e-14,6.439293542825908e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,0,sobol,20,50,50,1.0,8.044957882364612,8.900827671368164,6.683610677143826e-16,1.4257386988014057e-15,6.264587988074228e-15,4.4322438096728357e-16,8.864487619345671e-16,1.994509714352776e-15,3.7470027081099033e-16,1.3211653993039363e-15,6.904199434387692e-15,3.1086244689504383e-15,1.2034817586936698e-14,6.261657858885883e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,0,trajectory,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0,trajectory,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0,trajectory,6,50,48,0.96,185.9642406490965,1870.1581742565868,3.2015386590683685e-15,2.6476311051937652e-14,1.9241109223522183e-13,1.1080609524182089e-15,6.980784000234721e-15,1.4559920914775265e-13,4.038436252074007e-15,2.3203661214665822e-14,1.6724122087197202e-13,3.6637359812630166e-14,2.0943247136529e-13,1.510791491909913e-12,1.0,1.0,1.0,0.0,0.0,0.0
16,0,trajectory,8,50,50,1.0,73.7786432267736,308.91315302473976,1.1453495696392942e-15,3.945203101155528e-15,5.843766945223349e-13,6.648365714509253e-16,1.8172199619658634e-15,5.440579276373406e-13,9.367506770274758e-16,4.3201553445726405e-15,6.442069100387471e-14,8.881784197001252e-15,3.9657166439610597e-14,5.81756864903582e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,0,trajectory,12,50,50,1.0,68.13127896828485,149.17673535501783,8.591581123105267e-16,4.015133723172908e-15,1.8844915423067387e-13,4.4322438096728357e-16,1.1302221714665733e-15,1.183409097182647e-13,4.718447854656915e-16,4.331951464209284e-15,2.333550019884001e-14,4.440892098500626e-15,3.9657166439610597e-14,2.1094237467877974e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,0,trajectory,20,50,50,1.0,47.826487852584066,128.91900044170245,8.551797466302089e-16,2.6470476866843497e-15,6.565723298282216e-15,4.4322438096728357e-16,8.864487619345671e-16,1.5512853333854925e-15,6.210310043996969e-16,3.0059288391726116e-15,6.189493362285248e-15,5.329070518200751e-15,2.757793993168889e-14,5.551115123125783e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,0,uniform,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0,uniform,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0,uniform,6,50,50,1.0,72.06255719215635,540.1482945653547,2.0221613996713695e-15,6.715257388876825e-15,1.014966074630357e-13,7.756426666927462e-16,3.346344076302991e-15,9.307712000312954e-15,1.1657341758564144e-15,5.210415432443942e-15,1.6700529847923917e-13,1.0436096431476471e-14,4.72510919280467e-14,1.5085710458606627e-12,1.0,1.0,1.0,0.0,0.0,0.0
16,0,uniform,8,50,50,1.0,21.89639777402153,84.24168890865108,7.662860741720446e-16,2.673230811605219e-15,9.282676881922467e-15,3.3241828572546267e-16,1.5512853333854925e-15,2.6593462858037013e-15,5.134781488891349e-16,1.9942381079829385e-15,1.3850032232198828e-14,4.884981308350689e-15,1.745270594710747e-14,1.2612133559741778e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,0,uniform,12,50,50,1.0,13.46168289938602,22.750243246029754,8.082508106185878e-16,1.4881104070369619e-15,1.2880404308965787e-14,4.4322438096728357e-16,1.1080609524182089e-15,1.994509714352776e-15,6.626643678231403e-16,1.4620249455532533e-15,3.740063814205996e-15,5.995204332975845e-15,1.243449787580176e-14,3.3306690738754696e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,0,uniform,20,50,50,1.0,9.824089756541394,12.670842916815223,5.882098475423265e-16,1.5711478311196337e-15,6.0309293436688135e-15,4.4322438096728357e-16,9.086099809829317e-16,2.2161219048364177e-15,4.0245584642661925e-16,1.6778245459647687e-15,8.777700788442644e-15,3.3306690738754696e-15,1.5587531265737205e-14,7.815970093361102e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,sobol,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,sobol,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,sobol,6,50,50,1.0,26.174211607131184,112.58316426368103,1.105620469550443e-15,2.675074175014079e-15,8.536430309712618e-15,4.4322438096728357e-16,1.8615424000625924e-15,5.540304762091044e-15,8.118505867571457e-16,3.910066714851724e-15,1.0755285551056204e-14,7.105427357601002e-15,3.423927807943984e-14,9.814371537686384e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,sobol,8,50,50,1.0,11.707718265384209,23.351514767719014,6.514277051568603e-16,1.4525400663483545e-15,4.845866761469065e-15,2.2161219048364179e-16,9.307712000312962e-16,1.7728975238691343e-15,5.447031714567174e-16,2.040728697139116e-15,3.5180192092809648e-15,4.884981308350689e-15,1.8385293287792595e-14,3.1530333899354446e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,sobol,12,50,50,1.0,10.136329491747208,12.532678543199921,7.351542527469418e-16,1.8063525423038168e-15,5.941896141398704e-15,4.4322438096728357e-16,9.086099809829317e-16,3.3241828572546266e-15,4.787836793695988e-16,1.7832957333041585e-15,7.889522368742519e-15,3.9968028886505635e-15,1.5587531265737205e-14,7.061018436615996e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,sobol,20,50,50,1.0,8.03833436378208,9.12436426985133,7.013329087910528e-16,1.2904815459563273e-15,7.330861672095044e-15,4.4322438096728357e-16,9.086099809829317e-16,3.989019428705552e-15,4.649058915617843e-16,1.1157741397482826e-15,5.974387651264124e-15,4.440892098500626e-15,9.903189379656398e-15,5.3734794391857577e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,trajectory,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,trajectory,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,trajectory,6,50,47,0.94,174.88596610346022,1078.0176331790817,1.9761499008457267e-15,1.190571354564024e-14,3.0837950575745455e-13,8.864487619345671e-16,6.382431085928877e-15,2.6815075048520653e-14,1.6930901125533637e-15,1.1483869410966457e-14,5.422259863330225e-13,1.4654943925052066e-14,1.039168751049146e-13,4.8969717170166405e-12,1.0,1.0,1.0,0.0,0.0,0.0
16,1,trajectory,8,50,50,1.0,75.91884243207559,250.09356304405023,1.1720141320595043e-15,3.213969339188083e-15,8.152770710638293e-15,4.4322438096728357e-16,1.7728975238691343e-15,7.53481447644382e-15,7.875644580934704e-16,3.6345926268666075e-15,1.0179357357031904e-14,6.8833827526759706e-15,3.2951419370874654e-14,9.192646643896296e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,trajectory,12,50,50,1.0,55.269425621798376,164.01246756586048,9.573131520536238e-16,2.053064255309426e-15,4.923785139093757e-15,4.4322438096728357e-16,1.1080609524182089e-15,1.994509714352776e-15,7.181755190543981e-16,1.811745198310178e-15,8.229528170033973e-15,6.217248937900877e-15,1.665334536937735e-14,7.460698725481052e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,trajectory,20,50,50,1.0,52.11818933851512,109.14412737457839,7.22885849225728e-16,1.9673048570776097e-15,4.624827266858038e-15,4.4322438096728357e-16,6.648365714509253e-16,1.3296731429018507e-15,7.91033905045424e-16,2.8643754035329043e-15,6.6058269965196814e-15,7.327471962526033e-15,2.5490720645393597e-14,5.950795411990839e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,uniform,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,uniform,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,uniform,6,50,50,1.0,77.72141238117104,596.0895842473983,1.305384072046995e-15,7.584331051754348e-15,2.522397871661069e-13,6.648365714509253e-16,4.232792838237559e-15,8.731520305055486e-14,1.016547956922409e-15,9.592326932761355e-15,3.6731034880332913e-13,9.325873406851315e-15,8.748557434046236e-14,3.3173463975799677e-12,1.0,1.0,1.0,0.0,0.0,0.0
16,1,uniform,8,50,50,1.0,30.330388603630283,58.35244103173293,9.501147918171516e-16,3.1089082867108758e-15,6.991822903695336e-15,6.648365714509253e-16,1.7728975238691343e-15,3.5457950477382686e-15,7.494005416219807e-16,3.198136200310842e-15,1.0637324354689781e-14,6.439293542825908e-15,2.8821389719269066e-14,9.592326932761353e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,uniform,12,50,50,1.0,15.94688468927641,27.690712903342142,6.662672821774344e-16,1.1632312712334987e-15,6.756503308363492e-15,3.3241828572546267e-16,6.869977904992898e-16,3.989019428705552e-15,4.440892098500626e-16,1.6292522886374177e-15,7.292777493006497e-15,4.440892098500626e-15,1.4965806371947115e-14,6.572520305780927e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,1,uniform,20,50,50,1.0,9.727134129777742,12.410318736981068,5.680419925842065e-16,1.4958155332083158e-15,3.078859566108253e-15,2.2161219048364179e-16,8.864487619345671e-16,1.7728975238691343e-15,4.440892098500626e-16,1.4578616092109088e-15,3.337607967779377e-15,3.9968028886505635e-15,1.2168044349891718e-14,3.019806626980426e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,2,sobol,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2,sobol,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2,sobol,6,50,50,1.0,42.13334701134425,210.6666817727704,1.1529644105402657e-15,4.2563278199940945e-15,4.88479594039516e-14,4.4322438096728347e-16,2.2161219048364173e-15,1.6620914286273128e-14,7.147060721024445e-16,2.3286927941512664e-15,7.500250420733323e-14,5.773159728050814e-15,2.0916601783937956e-14,6.772360450213455e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,2,sobol,8,50,50,1.0,12.254795613483768,27.497014817841638,8.474959237065452e-16,2.9378236678023552e-15,6.3125445705801526e-15,4.4322438096728347e-16,1.817219961965863e-15,4.432243809672835e-15,5.551115123125783e-16,1.9581558596826198e-15,7.119305145408816e-15,4.884981308350689e-15,1.7319479184152442e-14,6.439293542825908e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,2,sobol,12,50,50,1.0,9.655321675023725,14.596807549306059,6.191818502921809e-16,1.5221205674579903e-15,3.87979595476342e-15,2.2161219048364174e-16,1.3296731429018503e-15,2.437734095320059e-15,4.718447854656915e-16,1.134509153288832e-15,4.773959005888173e-15,4.440892098500626e-15,1.021405182655144e-14,4.39648317751562e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,2,sobol,20,50,50,1.0,8.278420640731174,9.055661619737009,5.783700152541873e-16,1.3082246140557094e-15,7.731058073488764e-15,2.2161219048364174e-16,8.8644876193456695e-16,1.9945097143527757e-15,4.128641872824801e-16,1.1511624986582094e-15,3.9968028886505635e-15,3.3306690738754696e-15,1.0791367799356523e-14,3.6415315207705135e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,2,trajectory,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2,trajectory,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2,trajectory,6,50,49,0.98,194.60198938406344,1612.2274280654945,3.93010335161383e-15,2.3701673786485826e-14,1.2174005029427824e-13,1.3296731429018503e-15,9.839581257473698e-15,8.000200076459467e-14,2.4702462297909733e-15,1.9118040484045204e-14,1.0587364318581649e-13,2.220446049250313e-14,1.7195134205394432e-13,9.561240688071848e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,2,trajectory,8,50,50,1.0,79.06316805671602,208.23790045246633,1.2609495927639097e-15,4.466755900781951e-15,1.421625360708169e-14,5.540304762091043e-16,2.2382831238847818e-15,9.307712000312953e-15,8.98586760555986e-16,6.034062138837728e-15,1.927624726505428e-14,8.43769498715119e-15,5.506706202140779e-14,1.7408297026122455e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,2,trajectory,12,50,50,1.0,66.03327837210482,137.12078039937708,7.073354330894207e-16,1.634530366311568e-15,9.706449503521427e-15,4.4322438096728347e-16,1.1080609524182087e-15,2.8809584762873426e-15,7.91033905045424e-16,1.5230872119076372e-15,1.7062740109707875e-14,6.8833827526759706e-15,1.3278267374516878e-14,1.5409895581797173e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,2,trajectory,20,50,50,1.0,61.645035483232434,121.49378786345031,6.896726317595701e-16,2.227523470077746e-15,6.789077790705008e-15,4.4322438096728347e-16,1.1967058286116666e-15,3.767407238221909e-15,5.828670879282072e-16,1.4779844015322398e-15,6.945832797811136e-15,5.329070518200751e-15,1.3056222769591843e-14,6.350475700855895e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,2,uniform,3,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2,uniform,5,50,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2,uniform,6,50,50,1.0,88.08123304456358,589.0305337927044,2.1685864876526638e-15,8.960533401343331e-15,4.5297133286528586e-14,6.648365714509251e-16,6.05001280020342e-15,3.767407238221909e-14,1.56472057533108e-15,1.0390993621101076e-14,4.265338082731773e-14,1.4210854715202004e-14,9.428013925116831e-14,3.8546943414985435e-13,1.0,1.0,1.0,0.0,0.0,0.0
16,2,uniform,8,50,50,1.0,24.96192148032015,51.67944826749361,1.1052315004306358e-15,2.526227088097536e-15,4.194563235230299e-15,4.4322438096728347e-16,1.1080609524182087e-15,2.2161219048364173e-15,7.389922007661198e-16,2.219058270469533e-15,7.376044219853384e-15,7.327471962526033e-15,1.9806378759312803e-14,6.705747068735946e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,2,uniform,12,50,50,1.0,13.597788613896451,22.931234864905687,6.018311448494623e-16,1.2074754581352743e-15,3.9371262759414495e-15,2.2161219048364174e-16,6.869977904992896e-16,1.3296731429018503e-15,4.579669976578771e-16,1.6146806114392122e-15,6.807054919732991e-15,3.9968028886505635e-15,1.509903313490213e-14,6.084022174945858e-14,1.0,1.0,1.0,0.0,0.0,0.0
16,2,uniform,20,50,50,1.0,10.673647704590378,14.205748696592385,5.889367091847344e-16,1.166352937259657e-15,2.6994420730617427e-15,2.2161219048364174e-16,8.8644876193456695e-16,1.3296731429018503e-15,4.718447854656915e-16,1.2462253451417384e-15,2.6367796834847468e-15,4.440892098500626e-15,1.0436096431476475e-14,2.398081733190338e-14,1.0,1.0,1.0,0.0,0.0,0.0
