ratio,angle,angle_index,design,n,seed,paired_seed,identifiable,abstain_reason,rank,condition_number,minimum_singular_value,maximum_singular_value,hessian_relative_error,magnitude_relative_error,spectrum_l1_error,log_condition_error,pairwise_order_accuracy,tie_fraction,estimated_magnitude,estimated_major_spectrum_share
1,0.39269908169872414,1,trajectory,20,3,110003,1,,6,141.1447844234134,0.03508102744598066,4.951504056214789,3.0130112033576423e-16,1.570092458683775e-16,2.7755575615628914e-16,6.661338147750937e-16,1.0,0.0,0.9999999999999999,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,4,110004,1,,6,26.956901432009577,0.18513219534260617,4.990590341742177,2.1245457964337452e-16,0.0,2.220446049250313e-16,4.440892098500625e-16,1.0,0.0,1.0,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,5,110005,1,,6,111.10307189352396,0.05760667311311569,6.400278344433226,1.014155063287846e-15,0.0,7.771561172376096e-16,1.554312234475218e-15,1.0,0.0,1.0,0.5000000000000004
1,0.39269908169872414,1,trajectory,20,6,110006,1,,6,29.807550359133607,0.15422163960960505,4.596969289131457,9.484306626871444e-16,6.2803698347351e-16,6.661338147750939e-16,1.332267629550187e-15,1.0,0.0,1.0000000000000007,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,7,110007,1,,6,30.905171905700595,0.14596527275800358,4.511081846848577,9.397765407751141e-16,4.710277376051325e-16,8.326672684688674e-16,1.554312234475218e-15,1.0,0.0,0.9999999999999996,0.5000000000000004
1,0.39269908169872414,1,trajectory,20,8,110008,1,,6,48.696635646470575,0.11067254825416774,5.389380758399639,2.656520113524106e-16,0.0,1.1102230246251565e-16,2.2204460492503128e-16,1.0,0.0,1.0,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,9,110009,1,,6,64.46064048495843,0.07010124740140136,4.51877130628886,1.1370590761742243e-15,1.0990647210786425e-15,2.220446049250313e-16,4.440892098500625e-16,1.0,0.0,1.000000000000001,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,10,110010,1,,6,19.409445915828016,0.2330359525451966,4.523098717369457,8.670172387171548e-16,6.2803698347351e-16,6.106226635438361e-16,1.110223024625156e-15,1.0,0.0,0.9999999999999993,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,11,110011,1,,6,114.60426947264905,0.047899176264211994,5.489450104101667,9.7106723305322e-16,9.42055475210265e-16,5.551115123125783e-16,1.110223024625156e-15,1.0,0.0,0.9999999999999991,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,12,110012,1,,6,74.86976642331386,0.06526321405738351,4.886241592511038,8.467258820115259e-16,3.14018491736755e-16,9.43689570931383e-16,1.9984014443252798e-15,1.0,0.0,0.9999999999999997,0.5000000000000004
1,0.39269908169872414,1,trajectory,20,13,110013,1,,6,48.65929774362257,0.09427399294102358,4.587306291997439,6.537343840050299e-16,4.710277376051325e-16,1.1102230246251565e-16,2.2204460492503128e-16,1.0,0.0,1.0000000000000004,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,14,110014,1,,6,57.96098978235995,0.09538997617588459,5.5288974344700055,1.2733070318376045e-15,9.42055475210265e-16,5.551115123125783e-16,1.110223024625156e-15,1.0,0.0,1.0000000000000009,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,15,110015,1,,6,78.54469074800335,0.07348326213208878,5.771720099319378,6.440448618817355e-16,3.14018491736755e-16,4.440892098500626e-16,8.881784197001248e-16,1.0,0.0,1.0000000000000002,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,16,110016,1,,6,18.644803964214567,0.24184296427400964,4.5091146590134565,8.507844585085383e-16,7.850462293418875e-16,3.885780586188048e-16,6.661338147750937e-16,1.0,0.0,0.9999999999999992,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,17,110017,1,,6,60.23224516012917,0.08351657326863753,5.030390716050466,1.5189851086636556e-15,4.710277376051325e-16,1.4988010832439613e-15,2.8865798640254027e-15,1.0,0.0,0.9999999999999996,0.5000000000000008
1,0.39269908169872414,1,trajectory,20,18,110018,1,,6,28.126053766332813,0.16438157951779117,4.623405143712107,8.886954018919938e-16,9.42055475210265e-16,0.0,0.0,1.0,0.0,0.9999999999999991,0.5
1,0.39269908169872414,1,trajectory,20,19,110019,1,,6,63.215292942726556,0.07810328960688014,4.937322332289538,1.0085953126373972e-15,3.14018491736755e-16,1.1102230246251565e-15,2.2204460492503107e-15,1.0,0.0,0.9999999999999997,0.5000000000000006
1,0.39269908169872414,1,trajectory,20,20,110020,1,,6,25.701178418183115,0.1810818223753369,4.654016225158277,3.606345199258836e-16,3.14018491736755e-16,1.1102230246251565e-16,2.2204460492503128e-16,1.0,0.0,1.0000000000000002,0.5
1,0.39269908169872414,1,trajectory,20,21,110021,1,,6,32.82832750654009,0.15651149055598157,5.13801047050852,5.983296541153416e-16,3.14018491736755e-16,4.440892098500626e-16,8.881784197001248e-16,1.0,0.0,1.0000000000000002,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,22,110022,1,,6,44.44074719956832,0.10460287037215567,4.648629718558185,3.1407813459665814e-16,3.14018491736755e-16,2.220446049250313e-16,4.440892098500625e-16,1.0,0.0,0.9999999999999997,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,23,110023,1,,6,36.0106532735575,0.12573226397211298,4.527700963199166,4.468273212291261e-16,0.0,4.440892098500626e-16,8.881784197001248e-16,1.0,0.0,1.0,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,24,110024,1,,6,23.831178967134512,0.19459919181237245,4.637528166940385,1.1601972610240757e-15,9.42055475210265e-16,5.551115123125783e-16,1.110223024625156e-15,1.0,0.0,1.0000000000000009,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,25,110025,1,,6,33.37916967690478,0.1420376246828264,4.741097974792582,7.119458056583703e-16,6.2803698347351e-16,4.996003610813204e-16,1.110223024625156e-15,1.0,0.0,0.9999999999999993,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,26,110026,1,,6,39.474232994925224,0.11975371675402584,4.7271861171566965,1.144991183041922e-15,4.710277376051325e-16,9.992007221626409e-16,1.9984014443252798e-15,1.0,0.0,1.0000000000000004,0.5000000000000006
1,0.39269908169872414,1,trajectory,20,27,110027,1,,6,37.35225972059302,0.1414644377154654,5.284016418775718,2.393033838344776e-15,3.14018491736755e-16,2.4424906541753444e-15,4.884981308350677e-15,1.0,0.0,1.0000000000000002,0.5000000000000012
1,0.39269908169872414,1,trajectory,20,28,110028,1,,6,70.87515675658489,0.06374515045831242,4.517947531204982,8.911678867017304e-16,3.14018491736755e-16,6.661338147750939e-16,1.332267629550187e-15,1.0,0.0,1.0000000000000002,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,29,110029,1,,6,68.61816577745073,0.06553217829635447,4.496697874096709,2.8732927866483217e-16,3.14018491736755e-16,5.551115123125783e-17,2.2204460492503128e-16,1.0,0.0,0.9999999999999997,0.5
1,0.39269908169872414,1,trajectory,20,30,110030,1,,6,119.43512882207351,0.03781098043837767,4.515959319546538,6.942599778120884e-16,6.2803698347351e-16,4.996003610813204e-16,1.110223024625156e-15,1.0,0.0,0.9999999999999993,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,31,110031,1,,6,24.979002861637806,0.18323608632202001,4.57705472459305,4.939057290155463e-17,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1,0.39269908169872414,1,trajectory,20,32,110032,1,,6,53.860584003354624,0.09014827229655384,4.855438592785824,4.710284484336254e-16,4.710277376051325e-16,3.885780586188048e-16,6.661338147750937e-16,1.0,0.0,0.9999999999999996,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,33,110033,1,,6,31.948691340465086,0.15167626520337604,4.845858180657186,1.7911003946812807e-15,0.0,1.7208456881689926e-15,3.5527136788004946e-15,1.0,0.0,1.0,0.5000000000000009
1,0.39269908169872414,1,trajectory,20,34,110034,1,,6,59.41764999307618,0.08008596333520412,4.758519738809491,1.092370230608195e-15,6.2803698347351e-16,8.326672684688674e-16,1.7763568394002489e-15,1.0,0.0,0.9999999999999993,0.5000000000000004
1,0.39269908169872414,1,trajectory,20,35,110035,1,,6,69.5964101243751,0.06451964942572647,4.490335982513761,1.9589556533373145e-15,3.14018491736755e-16,2.0539125955565396e-15,4.218847493575586e-15,1.0,0.0,1.0000000000000002,0.500000000000001
1,0.39269908169872414,1,trajectory,20,36,110036,1,,6,67.37210130931574,0.07315708189863425,4.928746333168696,6.91101149002212e-16,4.710277376051325e-16,6.106226635438361e-16,1.110223024625156e-15,1.0,0.0,0.9999999999999996,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,37,110037,1,,6,58.65360303168024,0.08573056980199441,5.028406808845934,7.142859940972748e-16,1.570092458683775e-16,6.661338147750939e-16,1.332267629550187e-15,1.0,0.0,1.0000000000000002,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,38,110038,1,,6,48.594660575756,0.11031282896398106,5.360614480656086,1.0679053734577036e-15,7.850462293418875e-16,8.326672684688674e-16,1.554312234475218e-15,1.0,0.0,0.9999999999999992,0.5000000000000004
1,0.39269908169872414,1,trajectory,20,39,110039,1,,6,94.48878285658404,0.04887839934787485,4.618460462358746,1.0274209680643638e-15,7.850462293418875e-16,7.771561172376096e-16,1.554312234475218e-15,1.0,0.0,1.0000000000000009,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,40,110040,1,,6,69.97636398726196,0.0660592974685191,4.622589444399905,3.8972161893665386e-16,1.570092458683775e-16,3.885780586188048e-16,6.661338147750937e-16,1.0,0.0,0.9999999999999999,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,41,110041,1,,6,37.69325663382133,0.12776782125237893,4.81598527601013,7.979963173950948e-16,1.570092458683775e-16,7.216449660063518e-16,1.554312234475218e-15,1.0,0.0,1.0000000000000002,0.5000000000000003
1,0.39269908169872414,1,trajectory,20,42,110042,1,,6,35.29385815503087,0.1335582897520443,4.713787333937165,4.703949701699672e-16,1.570092458683775e-16,3.885780586188048e-16,6.661338147750937e-16,1.0,0.0,0.9999999999999999,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,43,110043,1,,6,12.099740502345403,0.37356785356870037,4.520074088199441,5.212353583672462e-16,0.0,4.440892098500626e-16,8.881784197001248e-16,1.0,0.0,1.0,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,44,110044,1,,6,36.600838007586866,0.13576615179699647,4.969154928835317,2.355933867438609e-16,1.570092458683775e-16,1.6653345369377348e-16,4.440892098500625e-16,1.0,0.0,0.9999999999999999,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,45,110045,1,,6,57.9618569979821,0.08505945706046072,4.930204086464424,4.160615776988516e-16,3.14018491736755e-16,2.7755575615628914e-16,6.661338147750937e-16,1.0,0.0,0.9999999999999997,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,46,110046,1,,6,93.7010217763433,0.05078973740590585,4.759050290685542,1.823391959374269e-15,4.710277376051325e-16,1.7208456881689926e-15,3.5527136788004946e-15,1.0,0.0,0.9999999999999996,0.5000000000000009
1,0.39269908169872414,1,trajectory,20,47,110047,1,,6,58.547768242813845,0.07682652655415857,4.49802167159326,7.331953350871976e-16,7.850462293418875e-16,2.220446049250313e-16,4.440892098500625e-16,1.0,0.0,0.9999999999999992,0.5000000000000001
1,0.39269908169872414,1,trajectory,20,48,110048,1,,6,35.339711289177416,0.12887050676362197,4.554246502716386,7.324589609015167e-16,4.710277376051325e-16,3.3306690738754696e-16,6.661338147750937e-16,1.0,0.0,1.0000000000000004,0.5000000000000002
1,0.39269908169872414,1,trajectory,20,49,110049,1,,6,26.56976002759037,0.17741515135956837,4.7138779968823545,1.8574623594936724e-15,3.14018491736755e-16,1.8318679906315083e-15,3.774758283725525e-15,1.0,0.0,1.0000000000000002,0.5000000000000009
1,0.7853981633974483,2,sobol,3,0,120000,0,insufficient_samples,3,2.470412638623564,0.7315218887184036,1.8071609193197247,,,,,,,,
1,0.7853981633974483,2,sobol,3,1,120001,0,insufficient_samples,3,2.3003664123273815,0.8159079625538288,1.8768872726092947,,,,,,,,
1,0.7853981633974483,2,sobol,3,2,120002,0,insufficient_samples,3,2.2546941059528764,0.791665442894118,1.7849634079799412,,,,,,,,
1,0.7853981633974483,2,sobol,3,3,120003,0,insufficient_samples,3,5.924470062746077,0.3175130958190834,1.881096830709986,,,,,,,,
1,0.7853981633974483,2,sobol,3,4,120004,0,insufficient_samples,3,2.565276602062506,0.7337741328502814,1.8823336141995315,,,,,,,,
1,0.7853981633974483,2,sobol,3,5,120005,0,insufficient_samples,3,3.1495126523432044,0.6059128926463624,1.9083303216075882,,,,,,,,
1,0.7853981633974483,2,sobol,3,6,120006,0,insufficient_samples,3,1.6199825199798752,1.1535018275907607,1.868652797461872,,,,,,,,
1,0.7853981633974483,2,sobol,3,7,120007,0,insufficient_samples,3,2.051113959529958,0.9260948299690598,1.8995260335980617,,,,,,,,
1,0.7853981633974483,2,sobol,3,8,120008,0,insufficient_samples,3,3.2102057157385504,0.6114476794954368,1.9628728355913243,,,,,,,,
1,0.7853981633974483,2,sobol,3,9,120009,0,insufficient_samples,3,1.677842206197295,1.1128136974231506,1.8671257891710282,,,,,,,,
1,0.7853981633974483,2,sobol,3,10,120010,0,insufficient_samples,3,3.1785880271713527,0.5971073037080092,1.897958126502847,,,,,,,,
1,0.7853981633974483,2,sobol,3,11,120011,0,insufficient_samples,3,4.540829998470247,0.42914009989257473,1.9486522391387218,,,,,,,,
1,0.7853981633974483,2,sobol,3,12,120012,0,insufficient_samples,3,1.9565236817585847,0.9357063818042799,1.8307316951727137,,,,,,,,
1,0.7853981633974483,2,sobol,3,13,120013,0,insufficient_samples,3,2.370281273452689,0.8016376094979168,1.9001066138882916,,,,,,,,
1,0.7853981633974483,2,sobol,3,14,120014,0,insufficient_samples,3,2.803568957706535,0.6585046388055489,1.8461631638609908,,,,,,,,
1,0.7853981633974483,2,sobol,3,15,120015,0,insufficient_samples,3,5.029338922637668,0.3670889540986067,1.846214764918475,,,,,,,,
1,0.7853981633974483,2,sobol,3,16,120016,0,insufficient_samples,3,2.689598100957882,0.6949963175978943,1.8692607759840176,,,,,,,,
1,0.7853981633974483,2,sobol,3,17,120017,0,insufficient_samples,3,2.775930065544067,0.6694798285281816,1.8584291842866656,,,,,,,,
1,0.7853981633974483,2,sobol,3,18,120018,0,insufficient_samples,3,4.151795794586254,0.44317605504570745,1.8399764816000943,,,,,,,,
1,0.7853981633974483,2,sobol,3,19,120019,0,insufficient_samples,3,4.896587563946565,0.398475434781737,1.951169858490454,,,,,,,,
1,0.7853981633974483,2,sobol,3,20,120020,0,insufficient_samples,3,4.897636276730233,0.421716169189156,2.065412408704515,,,,,,,,
1,0.7853981633974483,2,sobol,3,21,120021,0,insufficient_samples,3,3.3279001176795187,0.5448680623402226,1.813266488781838,,,,,,,,
1,0.7853981633974483,2,sobol,3,22,120022,0,insufficient_samples,3,3.946789958418407,0.47840455594742176,1.8881622974749013,,,,,,,,
1,0.7853981633974483,2,sobol,3,23,120023,0,insufficient_samples,3,3.173489828325805,0.5959863331025945,1.8913565659222786,,,,,,,,
1,0.7853981633974483,2,sobol,3,24,120024,0,insufficient_samples,3,4.312923712765325,0.43502816700691754,1.8762432972049685,,,,,,,,
1,0.7853981633974483,2,sobol,3,25,120025,0,insufficient_samples,3,4.772498944346806,0.39800520582807286,1.899479424659011,,,,,,,,
1,0.7853981633974483,2,sobol,3,26,120026,0,insufficient_samples,3,2.034592586608699,0.9502763625646188,1.9334252425034537,,,,,,,,
1,0.7853981633974483,2,sobol,3,27,120027,0,insufficient_samples,3,2.5833130917460765,0.8010628652635768,2.0693961871470212,,,,,,,,
1,0.7853981633974483,2,sobol,3,28,120028,0,insufficient_samples,3,7.195694930630112,0.2624645556869842,1.8886148728269168,,,,,,,,
1,0.7853981633974483,2,sobol,3,29,120029,0,insufficient_samples,3,5.815951898691888,0.3216233099043326,1.8705456999016725,,,,,,,,
1,0.7853981633974483,2,sobol,3,30,120030,0,insufficient_samples,3,11.3508629676775,0.16246686467091326,1.8441391176677413,,,,,,,,
1,0.7853981633974483,2,sobol,3,31,120031,0,insufficient_samples,3,2.518798346891961,0.7150693505468418,1.8011154980704933,,,,,,,,
1,0.7853981633974483,2,sobol,3,32,120032,0,insufficient_samples,3,4.101652379218503,0.4564276780792048,1.8721076717347473,,,,,,,,
1,0.7853981633974483,2,sobol,3,33,120033,0,insufficient_samples,3,3.3202878745242725,0.5751085577111757,1.9095259707035597,,,,,,,,
1,0.7853981633974483,2,sobol,3,34,120034,0,insufficient_samples,3,2.757553634089813,0.6904627157719829,1.903987971080553,,,,,,,,
1,0.7853981633974483,2,sobol,3,35,120035,0,insufficient_samples,3,6.35376885096442,0.3121472538237629,1.9833114982595093,,,,,,,,
1,0.7853981633974483,2,sobol,3,36,120036,0,insufficient_samples,3,6.464769761252871,0.28845621418681194,1.8648030109203833,,,,,,,,
1,0.7853981633974483,2,sobol,3,37,120037,0,insufficient_samples,3,3.3120738268720027,0.5450180308528323,1.8051399551609835,,,,,,,,
1,0.7853981633974483,2,sobol,3,38,120038,0,insufficient_samples,3,4.222209584397418,0.43948238015429675,1.8555867176612613,,,,,,,,
1,0.7853981633974483,2,sobol,3,39,120039,0,insufficient_samples,3,3.6230874363923737,0.5535251693960855,2.005470086965918,,,,,,,,
1,0.7853981633974483,2,sobol,3,40,120040,0,insufficient_samples,3,3.6653020789810213,0.5473798534523674,2.006312514851289,,,,,,,,
1,0.7853981633974483,2,sobol,3,41,120041,0,insufficient_samples,3,4.822088534529233,0.3914622040533114,1.8876654058670161,,,,,,,,
1,0.7853981633974483,2,sobol,3,42,120042,0,insufficient_samples,3,3.0438346770912927,0.6353485938324391,1.9338960819483693,,,,,,,,
1,0.7853981633974483,2,sobol,3,43,120043,0,insufficient_samples,3,6.913358313030394,0.27137039599697393,1.8760807830760298,,,,,,,,
1,0.7853981633974483,2,sobol,3,44,120044,0,insufficient_samples,3,3.708053852301263,0.5291883287579857,1.962258821043916,,,,,,,,
1,0.7853981633974483,2,sobol,3,45,120045,0,insufficient_samples,3,5.367043866659872,0.3689450399154303,1.9801442136126917,,,,,,,,
1,0.7853981633974483,2,sobol,3,46,120046,0,insufficient_samples,3,3.282515839232118,0.5542443434512089,1.8193158361833992,,,,,,,,
1,0.7853981633974483,2,sobol,3,47,120047,0,insufficient_samples,3,4.801936392045769,0.41517874734894994,1.9936619360988983,,,,,,,,
1,0.7853981633974483,2,sobol,3,48,120048,0,insufficient_samples,3,2.9151932955915627,0.6726690825855861,1.9609603997052278,,,,,,,,
1,0.7853981633974483,2,sobol,3,49,120049,0,insufficient_samples,3,2.8129830625419223,0.6962733136082833,1.958605038080041,,,,,,,,
1,0.7853981633974483,2,sobol,5,0,120000,0,insufficient_samples,5,5.163686729979744,0.46299844884666796,2.390778946310745,,,,,,,,
1,0.7853981633974483,2,sobol,5,1,120001,0,insufficient_samples,5,16.226286114822692,0.15207198884796494,2.4675636010972046,,,,,,,,
1,0.7853981633974483,2,sobol,5,2,120002,0,insufficient_samples,5,19.95603393502095,0.11639062872099136,2.3226953364745277,,,,,,,,
1,0.7853981633974483,2,sobol,5,3,120003,0,insufficient_samples,5,8.676612617544412,0.2679442812088199,2.324848731135315,,,,,,,,
1,0.7853981633974483,2,sobol,5,4,120004,0,insufficient_samples,5,20.84493142040717,0.11187006410462239,2.3319238142574075,,,,,,,,
1,0.7853981633974483,2,sobol,5,5,120005,0,insufficient_samples,5,20.67444105893386,0.11138097238669024,2.302739348695367,,,,,,,,
1,0.7853981633974483,2,sobol,5,6,120006,0,insufficient_samples,5,10.463108653501688,0.22846074521480703,2.3904096002424917,,,,,,,,
1,0.7853981633974483,2,sobol,5,7,120007,0,insufficient_samples,5,14.290338348318317,0.16773869351286225,2.3970426844036683,,,,,,,,
1,0.7853981633974483,2,sobol,5,8,120008,0,insufficient_samples,5,27.634860988097362,0.0853797523646661,2.359457587795725,,,,,,,,
1,0.7853981633974483,2,sobol,5,9,120009,0,insufficient_samples,5,8.464515451922814,0.2803552619211839,2.3730714465597287,,,,,,,,
1,0.7853981633974483,2,sobol,5,10,120010,0,insufficient_samples,5,14.160622466483945,0.16620399590529714,2.3535520384359563,,,,,,,,
1,0.7853981633974483,2,sobol,5,11,120011,0,insufficient_samples,5,21.61163791753352,0.10923032263705208,2.360646182447335,,,,,,,,
1,0.7853981633974483,2,sobol,5,12,120012,0,insufficient_samples,5,14.853101505069235,0.15615565466936793,2.3193957893946604,,,,,,,,
1,0.7853981633974483,2,sobol,5,13,120013,0,insufficient_samples,5,23.387716929919964,0.10149806202617646,2.373807943603674,,,,,,,,
1,0.7853981633974483,2,sobol,5,14,120014,0,insufficient_samples,5,11.449523265530289,0.20704812466070346,2.37060232038714,,,,,,,,
1,0.7853981633974483,2,sobol,5,15,120015,0,insufficient_samples,5,9.316154028820852,0.2520721930403517,2.3483433767465804,,,,,,,,
1,0.7853981633974483,2,sobol,5,16,120016,0,insufficient_samples,5,14.805430419502732,0.15878023943964456,2.350809787015641,,,,,,,,
1,0.7853981633974483,2,sobol,5,17,120017,0,insufficient_samples,5,24.95146801482478,0.09284061711479394,2.316509688416375,,,,,,,,
1,0.7853981633974483,2,sobol,5,18,120018,0,insufficient_samples,5,15.238565576287675,0.15049858509838715,2.2933825581602836,,,,,,,,
1,0.7853981633974483,2,sobol,5,19,120019,0,insufficient_samples,5,9.970375636022801,0.23701149413061362,2.363093626537231,,,,,,,,
1,0.7853981633974483,2,sobol,5,20,120020,0,insufficient_samples,5,16.268959041172383,0.14982028741453154,2.437420119483688,,,,,,,,
1,0.7853981633974483,2,sobol,5,21,120021,0,insufficient_samples,5,23.467271186807114,0.09887076792566932,2.3202271233595524,,,,,,,,
1,0.7853981633974483,2,sobol,5,22,120022,0,insufficient_samples,5,22.933747556956376,0.10109139835576708,2.318404610070877,,,,,,,,
1,0.7853981633974483,2,sobol,5,23,120023,0,insufficient_samples,5,33.50997266330205,0.07025807256149523,2.354346090911997,,,,,,,,
1,0.7853981633974483,2,sobol,5,24,120024,0,insufficient_samples,5,16.12776910339967,0.14905775670089264,2.4039690831427216,,,,,,,,
1,0.7853981633974483,2,sobol,5,25,120025,0,insufficient_samples,5,13.452314169873153,0.16962929916523936,2.2819066247862017,,,,,,,,
1,0.7853981633974483,2,sobol,5,26,120026,0,insufficient_samples,5,9.771056661234402,0.24021580347639981,2.3471622266918506,,,,,,,,
1,0.7853981633974483,2,sobol,5,27,120027,0,insufficient_samples,5,8.055041409996017,0.29907349785168363,2.4090494098276665,,,,,,,,
1,0.7853981633974483,2,sobol,5,28,120028,0,insufficient_samples,5,16.06238628545239,0.1468599087512483,2.3589205842088403,,,,,,,,
1,0.7853981633974483,2,sobol,5,29,120029,0,insufficient_samples,5,18.519361897617024,0.12463826016699904,2.3082210463219996,,,,,,,,
1,0.7853981633974483,2,sobol,5,30,120030,0,insufficient_samples,5,16.25795133957978,0.1484198710307885,2.413003041045266,,,,,,,,
1,0.7853981633974483,2,sobol,5,31,120031,0,insufficient_samples,5,7.018917661144426,0.331360180707247,2.3257898245661046,,,,,,,,
1,0.7853981633974483,2,sobol,5,32,120032,0,insufficient_samples,5,16.151031796952296,0.14295733240147157,2.308908421223646,,,,,,,,
1,0.7853981633974483,2,sobol,5,33,120033,0,insufficient_samples,5,9.540932769420388,0.24328986738880806,2.3212122682378196,,,,,,,,
1,0.7853981633974483,2,sobol,5,34,120034,0,insufficient_samples,5,14.860160959931415,0.15934280832964587,2.3678597795860377,,,,,,,,
1,0.7853981633974483,2,sobol,5,35,120035,0,insufficient_samples,5,22.635881661323847,0.1116993579534114,2.5284134482792733,,,,,,,,
1,0.7853981633974483,2,sobol,5,36,120036,0,insufficient_samples,5,11.53765753591824,0.19997621329764678,2.3072570643579877,,,,,,,,
1,0.7853981633974483,2,sobol,5,37,120037,0,insufficient_samples,5,8.79290417322163,0.26963005123608536,2.370831202739737,,,,,,,,
1,0.7853981633974483,2,sobol,5,38,120038,0,insufficient_samples,5,15.091355746243794,0.1543476192612033,2.32931483085661,,,,,,,,
1,0.7853981633974483,2,sobol,5,39,120039,0,insufficient_samples,5,9.635508764114498,0.24822369593546867,2.3917615976471005,,,,,,,,
1,0.7853981633974483,2,sobol,5,40,120040,0,insufficient_samples,5,82.61325184992432,0.028997815064830845,2.3956037990484003,,,,,,,,
1,0.7853981633974483,2,sobol,5,41,120041,0,insufficient_samples,5,11.798620778656737,0.2050368254991611,2.4191517497242176,,,,,,,,
1,0.7853981633974483,2,sobol,5,42,120042,0,insufficient_samples,5,26.431249104529517,0.08761229863091728,2.315702489734205,,,,,,,,
1,0.7853981633974483,2,sobol,5,43,120043,0,insufficient_samples,5,13.137398708584684,0.17548304455627337,2.3053907229320942,,,,,,,,
1,0.7853981633974483,2,sobol,5,44,120044,0,insufficient_samples,5,253.03877841118145,0.00928894788176065,2.3504640247258464,,,,,,,,
1,0.7853981633974483,2,sobol,5,45,120045,0,insufficient_samples,5,8.00445569454102,0.29337180726011236,2.348281633240997,,,,,,,,
1,0.7853981633974483,2,sobol,5,46,120046,0,insufficient_samples,5,17.484498378270445,0.13369929803070682,2.33766515959379,,,,,,,,
1,0.7853981633974483,2,sobol,5,47,120047,0,insufficient_samples,5,13.845509171968638,0.1739925588979228,2.409015570075484,,,,,,,,
1,0.7853981633974483,2,sobol,5,48,120048,0,insufficient_samples,5,5.554102014642569,0.4241441616011282,2.35573994244771,,,,,,,,
1,0.7853981633974483,2,sobol,5,49,120049,0,insufficient_samples,5,7.9428085985757315,0.29793519695678294,2.3664422442066897,,,,,,,,
1,0.7853981633974483,2,sobol,6,0,120000,1,,6,19.073194457993385,0.13406047817472683,2.5569615693581427,1.1008526143229827e-15,9.420554752102648e-16,4.440892098500626e-16,8.881784197001248e-16,1.0,0.0,0.9999999999999992,0.5000000000000002
1,0.7853981633974483,2,sobol,6,1,120001,1,,6,18.15786388471554,0.1424399015942017,2.5864043448997904,4.454754913658406e-15,0.0,4.440892098500626e-15,8.881784197001213e-15,1.0,0.0,1.0000000000000002,0.5000000000000022
1,0.7853981633974483,2,sobol,6,2,120002,1,,6,601.6257837182834,0.004157908162109584,2.5015047566578255,1.3912941345606863e-14,7.850462293418874e-15,1.1213252548714081e-14,2.242650509742791e-14,1.0,0.0,1.000000000000008,0.5000000000000057
1,0.7853981633974483,2,sobol,6,3,120003,1,,6,23.000821019858567,0.10914937963927682,2.510525345511601,7.143659185672628e-16,1.5700924586837747e-16,6.661338147750939e-16,1.332267629550187e-15,1.0,0.0,1.0000000000000002,0.5000000000000003
1,0.7853981633974483,2,sobol,6,4,120004,1,,6,65.94803775587556,0.03844728546067147,2.5355230331712875,5.286210990337238e-16,1.5700924586837747e-16,4.440892098500626e-16,8.881784197001248e-16,1.0,0.0,1.0000000000000002,0.5000000000000002
1,0.7853981633974483,2,sobol,6,5,120005,1,,6,24.867328485369253,0.10278221402512994,2.5559190786164327,7.349325887321164e-15,3.4542034091043042e-15,6.328271240363392e-15,1.2656542480726704e-14,1.0,0.0,1.0000000000000036,0.5000000000000032
1,0.7853981633974483,2,sobol,6,6,120006,1,,6,17.8012729145162,0.14331011323981127,2.551102437192102,1.2210433278065608e-15,1.0990647210786423e-15,6.106226635438361e-16,1.332267629550187e-15,1.0,0.0,0.9999999999999991,0.5000000000000003
1,0.7853981633974483,2,sobol,6,7,120007,1,,6,24.156833381684216,0.10596050045052949,2.559670154423316,1.0117974325272477e-15,3.1401849173675493e-16,9.43689570931383e-16,1.9984014443252798e-15,1.0,0.0,0.9999999999999999,0.5000000000000004
