relative_se,spectrum_width,spd_probability,drift,coverage,risk,risk_ucb95,selected_seed_clusters
0.3,0.3,0.95,0.3,0.08353174603174603,0.4365795724465558,0.4629735827052036,50
0.3,0.3,0.95,0.5,0.11718253968253968,0.5865221808330512,0.6089983098992346,50
0.3,0.5,0.8,0.05,0.0032142857142857142,0.04938271604938271,0.1093857020547945,30
0.3,0.5,0.8,0.1,0.02126984126984127,0.11194029850746269,0.14194981600084924,50
0.3,0.5,0.8,0.2,0.07888888888888888,0.2791750503018109,0.30412886558581925,50
0.3,0.5,0.8,0.3,0.12861111111111112,0.47145942610305464,0.49367093368983456,50
0.3,0.5,0.8,0.5,0.18880952380952382,0.6252627154266499,0.6435377838955321,50
0.3,0.5,0.9,0.05,0.0028968253968253968,0.0547945205479452,0.12123259623259622,28
0.3,0.5,0.9,0.1,0.019206349206349206,0.11983471074380166,0.151804714608536,50
0.3,0.5,0.9,0.2,0.07265873015873016,0.2878208629164391,0.3151649889473453,50
0.3,0.5,0.9,0.3,0.11976190476190476,0.487740225314778,0.5116671604507959,50
0.3,0.5,0.9,0.5,0.17472222222222222,0.6384283443106973,0.6573353824110709,50
0.3,0.5,0.95,0.05,0.0027380952380952383,0.043478260869565216,0.10669047619047617,26
0.3,0.5,0.95,0.1,0.018293650793650792,0.1193058568329718,0.15302595377842992,48
0.3,0.5,0.95,0.2,0.06825396825396825,0.2872093023255814,0.31381021316020735,50
0.3,0.5,0.95,0.3,0.11214285714285714,0.49327671620665253,0.5152791950113378,50
0.3,0.5,0.95,0.5,0.16373015873015873,0.6442074648570043,0.6627991285460649,50
