relative_se,spectrum_width,spd_probability,drift,coverage,risk,risk_ucb95,selected_seed_clusters
0.3,0.3,0.9,0.3,0.1003968253968254,0.3217391304347826,0.35172383845822863,50
0.3,0.3,0.9,0.5,0.14075396825396824,0.46715534254299407,0.49099608896165453,50
0.3,0.3,0.95,0.05,0.0031746031746031746,0.0875,0.16328385899814468,31
0.3,0.3,0.95,0.1,0.02035714285714286,0.06432748538011696,0.09091675609382185,49
0.3,0.3,0.95,0.2,0.06349206349206349,0.17375,0.20469835664839764,50
0.3,0.3,0.95,0.3,0.09821428571428571,0.32606060606060605,0.3576623402549492,50
0.3,0.3,0.95,0.5,0.13746031746031745,0.47084295612009236,0.49476648371713206,50
0.3,0.5,0.8,0.05,0.003849206349206349,0.08247422680412371,0.14772727272727273,37
0.3,0.5,0.8,0.1,0.026904761904761904,0.08112094395280237,0.10462413634269921,50
0.3,0.5,0.8,0.2,0.08912698412698412,0.20169189670525378,0.2254912631138655,50
0.3,0.5,0.8,0.3,0.14452380952380953,0.3629873695771554,0.39008415452458245,50
0.3,0.5,0.8,0.5,0.20833333333333334,0.512,0.5348797438224763,50
0.3,0.5,0.9,0.05,0.003611111111111111,0.08791208791208792,0.15910737812911724,34
0.3,0.5,0.9,0.1,0.024642857142857143,0.08373590982286634,0.1109350237717908,50
0.3,0.5,0.9,0.2,0.08297619047619048,0.20851267336202775,0.23385393007663455,50
0.3,0.5,0.9,0.3,0.13503968253968254,0.3790772847487511,0.40838848284500456,50
0.3,0.5,0.9,0.5,0.19488095238095238,0.5273874974546936,0.5499381126180797,50
0.3,0.5,0.95,0.05,0.0035714285714285713,0.07777777777777778,0.14666666666666667,34
0.3,0.5,0.95,0.1,0.02349206349206349,0.08277027027027027,0.1107113381669861,50
0.3,0.5,0.95,0.2,0.07984126984126984,0.21222664015904572,0.23983427847471095,50
0.3,0.5,0.95,0.3,0.12936507936507938,0.3852760736196319,0.41522179299029555,50
0.3,0.5,0.95,0.5,0.18619047619047618,0.5323955669224212,0.5544386099910036,50
